selling_price,km_driven,fuel,seller_type,transmission,owner,age
11.561725152903833,0.27522603314694105,0,0,0,2,0.4642857142857143
12.899222326086994,0.5045848834168964,1,0,0,3,0.42857142857142855
11.289794413577894,0.27522603314694105,0,0,0,3,0.5714285714285714
12.611541086966115,0.13761072298496782,0,0,0,1,0.14285714285714285
12.92391243868049,0.1834824930389589,1,0,0,1,0.10714285714285714
12.429220196836383,0.3210978032009321,0,0,0,1,0.39285714285714285
12.429220196836383,0.5504566534708875,1,0,0,2,0.35714285714285715
12.278397958261774,0.3669695732549232,1,0,0,3,0.2857142857142857
14.151983508870947,0.5504566534708875,1,0,0,1,0.17857142857142858
13.07107218827772,0.09173895293097675,0,0,0,1,0.07142857142857142
13.07107218827772,0.10091330694177496,0,0,0,1,0.07142857142857142
11.225256725762893,0.16054660801196335,0,0,0,2,0.42857142857142855
12.206077645517674,0.5504566534708875,1,0,0,2,0.25
13.26212705890841,0.03669282886618746,0,0,0,1,0.03571428571428571
11.918397239722838,0.1834824930389589,1,0,0,2,0.32142857142857145
13.652992804936396,0.04586718287698567,1,0,0,1,0.07142857142857142
12.765691290604371,0.13761072298496782,0,0,0,1,0.03571428571428571
13.217675375388819,0.2477029711145464,1,0,0,2,0.32142857142857145
12.706850963741102,0.3696163743870385,0,0,0,1,0.10714285714285714
